key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,pubmed_id,pmc_id
rayyan-330137827,Influence of anthropogenic pressure on the genetic diversity and chromosomal instability of an endangered forest-specialist anuran,2022,,,Hydrobiologia,,849,11,2463-2475,"Getelina, M.A. and Schwantes, J.B. and Graichen, D.A.S. and Schuch, A.P.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126144170&doi=10.1007%2fs10750-022-04840-w&partnerID=40&md5=c0d687c2b464dad6595f893ec31fa3fc,,,,"Deforestation leads to changes in the landscape, which can isolate and decrease the size of populations affecting their structure and genetic variability. Additionally, it can increase the frequency of chromosomal damage due to exposure to genotoxic agents present in the environment. Among vertebrates, amphibians are the most threatened taxonomic group, especially forest-specialist species. Our work aimed to assess the impact of deforestation on landscape, as well as in the genetic diversity and genomic instability of populations of the amphibian species Crossodactylus schmidti Gallardo, 1961, which is restricted to well-preserved stream environments in the Atlantic rainforest in southern Brazil. Sampling of oral mucosa cells was carried out in four different forest areas. We analyzed a total of 200 sequences of two mitochondrial (COI and 16S) and one nuclear gene (Tyrosinase), as well as 1000 oral mucosa cells per individual through cytogenetic analyses. Our results clearly indicate that all forest areas analyzed in this work are important for the genetic diversity and maintenance of these populations in the landscape, regardless of size. However, the largest area has the major role as disperser of genetic diversity, highlighting the importance of conservation units and large forest areas for the persistence of endangered forest-specialist amphibian species. © 2022, The Author(s), under exclusive licence to Springer Nature Switzerland AG.","Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Deforestation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Crossodactylus schmidti",,
rayyan-330137967,Paddy-associated frog declines via urbanization: A test of the dispersal-dependent-decline hypothesis,2011,,,Landscape and Urban Planning,,103,3,318-325,"Tsuji, M. and Ushimaru, A. and Osawa, T. and Mitsuhashi, H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054850199&doi=10.1016%2fj.landurbplan.2011.08.005&partnerID=40&md5=7b3fabeadf91fb0e06bd3c60e581f7ab,,,,"Major drivers of amphibian declines via urbanization include land-use changes that cause loss, fragmentation, splits, and degradation of habitat. The effects of these changes in habitat conditions on the persistence of populations are expected to differ among species depending on their dispersal habits: species with strong site fidelity would likely be more affected by habitat loss and degradation, whereas species with highly dispersive habits would be more threatened by habitat fragmentation and split (the dispersal-dependent-decline hypothesis). To test this hypothesis, we examined the distribution patterns of two paddy-associated frog species (Pelophylax nigromaculatus and Hyla japonica) with different dispersal habits along a rural-urban gradient of the Osaka-Kobe metropolitan area, Japan. Our results partially support the dispersal-dependent-decline hypothesis in that the species with strong site fidelity, i.e., P. nigromaculatus, was threatened by habitat-area (agricultural field) decline and habitat-quality degradation (prevalence of concrete levees) rather than by habitat fragmentation. To the best of our knowledge, our study is the first report that suggests paddy-associated amphibian declines via urbanization in the Asian region. However, the second half of the hypothesis, i.e., that the dispersive species (H. japonica) would be more strongly affected by habitat fragmentation via roads and habitat split via declines in surrounding forests was not supported. The lack of support for this portion of the hypothesis may be due to the high adaptability of H. japonica to artificial landscapes. We discuss the value of the dispersal-dependent-decline hypothesis for conservation planning in agricultural lands of urban areas. © 2011 Elsevier B.V.","Cited By :31 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Urbanisation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Hyla japonica,Pelophylax nigromaculatus",,
rayyan-330137968,"Anuran species in urban landscapes: Relationships with biophysical, built environment and socio-economic factors",2011,,,Landscape and Urban Planning,,101,1,43-51,"Smallbone, L.T. and Luck, G.W. and Wassens, S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953674466&doi=10.1016%2fj.landurbplan.2011.01.002&partnerID=40&md5=f8aa09db7ef743ac54eb55da5f5cd04c,,,,"Urbanisation is a significant threatening process for amphibians, causing loss of habitat, altered hydrology and increased mortality. Impacts operate at different spatial scales and consequences vary depending on the sensitivity of individual species. Most studies of the impact of urbanisation on anurans have occurred in large metropolitan cities. There is a paucity of research in smaller urban settlements where the impacts of development may be less pronounced. We examined the richness and occurrence of anuran species in wetlands in regional towns in south-eastern Australia as a factor of natural and built features occurring at multiple spatial scales, and the socio-economic characteristics of surrounding neighbourhoods. Anuran species richness declined with increasing isolation of wetlands and reduced cover of terrestrial vegetation. The occurrence of two wide-spread anuran species was negatively related to level of urban intensity and positively related to neighbourhood vegetation cover, whereas the converse was true for a third common species. Vegetation cover was greater in neighbourhoods with 'higher' socioeconomic status (e.g. more disposable income). These less developed neighbourhoods occurred on the fringes of towns, often in elevated locations, and tended to support more anuran species. The level of urban intensity increased closer to town centres and more developed neighbourhoods with lower socio-economic status were often built in low-lying areas where wetlands tend to form naturally. Yet, these neighbourhoods harboured few anuran species. Our study suggests that careful planning of low-lying neighbourhoods near town centres and periurban neighbourhoods on town fringes is required to ensure anuran conservation in urban settlements. © 2011.","Cited By :40 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Urbanisation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Multiple species",,
rayyan-330137969,Urban conservation genetics: Study of a terrestrial salamander in the city,2010,,,Biological Conservation,,143,11,2823-2831,"Noël, S. and Lapointe, F.-J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956876527&doi=10.1016%2fj.biocon.2010.07.033&partnerID=40&md5=6b783d18dc95a5e8dc619da6dd506bd7,,,,"Urbanization is a global process that negatively affects ecosystems in various ways. It is namely an important cause of habitat loss, and animal species inhabiting cities often exhibit highly fragmented populations. Those populations may be prone to problems associated with reduced abundance and isolation such as genetic drift and inbreeding. However, few studies have dealt with animal populations living in cities. In this paper, we assessed the genetic structure of urban red-backed salamander populations located in remnant forested areas within a major city (Montréal) and on two nearby islands. Microsatellite analysis revealed a high degree of genetic differentiation among populations from Montréal and from neighboring islands. Within Montréal island, no clear genetic structure was detected, with some populations as far as 35. km apart not being differentiated. On the other hand, genetic differentiation was observed at a small spatial scale (0.7-1.7. km) for three populations located near downtown area where anthropogenic perturbations are older. We believe these populations had very low effective population size for a long time, allowing for fast genetic drift and subsequent population differentiation. Although no inbreeding was detected in any population, genetic variation was relatively low. These results illustrate the importance of preserving large forested areas within cities, especially given that these patches may also harbor rarer and threatened species which may be even more negatively affected by urbanization. © 2010 Elsevier Ltd.","Cited By :37 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Caudata,Urbanisation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Plethodon cinereus",,
rayyan-330137970,Dietary overview of Pelophylax perezi from monegros rice fields (northeast Spain),2010,,,Herpetological Journal,,20,4,219-224,"Burghelea, C.I. and Zaharescu, D.G. and Palanca-Soler, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952332801&partnerID=40&md5=f9836a4078d38c406710c85e46e3ea85,,,,"Amphibians are sensitive indicators of habitat degradation. Understanding their dietary patterns in altered landscapes is fundamental to understanding the effects of habitat loss worldwide. A stomach content analysis was conducted on Pelophylax perezi, an endemic anuran heavily colonizing rice fields in Monegros, an arid region in northeast Spain. The taxonomic range of prey consumed by this species was compared with prey availability and dietary changes were evaluated among frog size groups. Small adult insects (dipterans, coleopterans, ants and heteropterans) were the main diet, indicating an active foraging mode. Frogs showed no preference for any prey taxa. Larger frogs consumed a higher volume of food, but relatively fewer prey than smaller individuals. A large niche breadth was recorded for all groups. Food partitioning was lowest between distant size groups. Maximum prey size was significantly related to morphological constraints such as frog size and mouth width. Bigger frogs preyed on larger items while also foraging on smaller ones, indicating no prey size selection. Overall, P. perezi had a generalist feeding pattern dictated mainly by prey availability. These food habits may help the species to persist in the agricultural landscape of this arid region.","Cited By :4 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Agriculture | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Pelophylax perezi",,
rayyan-330137971,Rapid turnover in site occupancy of a pond-breeding frog demonstrates the need for landscape-level management,2010,,,Wetlands,,30,2,287-299,"Hamer, A.J. and Mahony, M.J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956470680&doi=10.1007%2fs13157-010-0029-7&partnerID=40&md5=91f3afa77ae45644eba4e744a721c2d8,,,,"Habitat loss and habitat isolation have contributed to declines in the green and golden bell frog (Litoria aurea) over much of its former range in south-eastern Australia. Understanding the parameters critical for the persistence of extant populations is required to halt further declines. We assessed waterbody occupancy in a local network of potential L. aurea breeding habitats on Kooragang Island, Australia, by conducting surveys over two years (2000 and 2001) at 30 waterbodies, and using site-occupancy models. The probability that a waterbody was used by L. aurea in 2000 increased with increasing waterbody area, and decreasing distance to the nearest waterbody where L. aurea was detected and where reproductive recruitment was observed. Large waterbodies where high numbers of L. aurea were detected in 2000 were more likely to be used in 2001. The probability that a waterbody used in 2000 was not used in 2001 (i.e., turnover) decreased with increasing waterbody area and increasing numbers of L. aurea detected at the site in 2000. Our results demonstrate the potential for frog abundance, immigration, and recruitment to reduce local turnover. We recommend that conservation strategies for extant populations of L. aurea protect mosaics of wetland habitat and maintain connectivity among waterbodies. © Society of Wetland Scientists 2010.","Cited By :31 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Fragmentation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Litoria aurea",,
rayyan-330137972,Forest fragment and breeding habitat characteristics explain frog diversity and abundance in Singapore,2010,,,Biotropica,,42,1,119-125,"Bickford, D. and Ng, T.H. and Qie, L. and Kudavidanage, E.P. and Bradshaw, C.J.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-73649118159&doi=10.1111%2fj.1744-7429.2009.00542.x&partnerID=40&md5=3a93a98ba863f3363abd0a16e71897ea,,,,"Habitat loss and fragmentation can have severe negative and irreversible effects on biodiversity. We investigated the effects of forest fragmentation on frog diversity in Singapore because of its high rates of deforestation and the demonstration that frogs are some of the most sensitive species to habitat degradation. We surveyed frog species in 12 forest fragments varying from 11 to 935 ha. We compared differences in species richness, abundance, and Shannon's index in relation to forest fragment size, connectivity (distance between fragments), and breeding habitat heterogeneity. A total of 20 species from 12 genera and five families were encountered in 12 fragments. Larger fragments and those closer to larger fragments had higher species richness. Abundance, however, was not correlated with forest area or connectivity, but we found fewer individual frogs in the larger fragments. We also found that breeding habitat heterogeneity best explained frog species diversity and abundance in forest fragments. Fragments with a high diversity of breeding habitats had more species. We found no evidence to suggest that abundance and diversity are strongly correlated, particularly in disturbed areas, but that breeding habitat heterogeneity is an under-appreciated factor that should be considered when prioritizing areas for anuran conservation. Enriching breeding habitat heterogeneity, creating corridors between fragments, and reforesting degraded areas are some of the most beneficial strategies for preserving urban frog biodiversity. © 2009 by The Association for Tropical Biology and Conservation.","Cited By :43 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Fragmentation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Multiple species",,
rayyan-330137973,"Movement behaviour of adult western toads in a fragmented, forest landscape",2009,,,Canadian Journal of Zoology,,87,12,1184-1194,"Deguise, I. and Richardson, J.S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-71149101632&doi=10.1139%2fZ09-109&partnerID=40&md5=60db1e12fe8caceb75250de1d8d86b09,,,,"Habitat loss and fragmentation are among the best documented explanations for the dramatic declines amphibians are experiencing globally. The western toad (Anaxyrus boreas (Baird and Girard, 1852)) is an IUCN red-listed species whose distribution range has been significantly affected by habitat modification. We used radiotelemetry to follow daily, postbreeding movement patterns of 23 adult male toads in a fragmented landscape near Vancouver, British Columbia, Canada, composed of forest patches and small, recent clearcuts (~5 ha). Results showed that toads in forests oriented towards edges of clearcuts from at least as far as 150 m. Greater than 60% of toads released in forest patches chose to enter the clearcuts from adjacent forests, indicating high boundary permeability. Net displacement distance was not significantly reduced in these clearcuts; however, movement rates were significantly lower on clearcuts than in forest. This indicates that there is no structural impediment to movements; however, there still could be fitness consequences or an interaction with summer weather. Toads also used roads for their movement more frequently than at random relative to their area. These results suggest that the western toad's movements may not be negatively affected by small-scale forest harvesting at our latitude during the spring.","Cited By :8 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Fragmentation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anaxyrus boreas",,
rayyan-330137974,Recent decline and potential distribution in the last remnant area of the microendemic Mexican axolotl (Ambystoma mexicanum),2009,,,Biological Conservation,,142,12,2881-2885,"Contreras, V. and Martínez-Meyer, E. and Valiente, E. and Zambrano, L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350752310&doi=10.1016%2fj.biocon.2009.07.008&partnerID=40&md5=bae4d3699e8e69869b3db87c2a51ccc2,,,,"Native populations of the axolotl (Ambystoma mexicanum), a microendemic salamander from Central Mexico, have seen alarming decline in the last decades owing to habitat loss caused by urban growth. The last remnant of its distribution is in a highly heterogeneous urban-rural water system in the Xochimilco region, at the southern edge of Mexico City. We developed a model of the species local distribution based on its ecological niche, using occurrence data and ad hoc limnetic variables via the Genetic Algorithm for Rule-set Production (GARP), to identify suitable areas for the species and prioritize conservation efforts. Results indicated that potential distribution of the axolotl in Xochimilco is limited to 11 sites in six reduced, isolated, and scattered areas, located mostly in zones where traditional agriculture (chinampas) is the primary land use. Recent surveys found only a single organism in the whole study region, in one of the predicted sites, suggesting a critical situation for the long-term survival of the axolotl in the wild, and demanding urgent actions toward habitat and population restoration. This study also illustrates the utility of niche modeling approaches for aquatic systems at a fine scale. © 2009 Elsevier Ltd. All rights reserved.","Cited By :60 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Caudata,Urbanisation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Ambystoma mexicanum",,
rayyan-330137975,The influence of historical landscape change on genetic variation and population structure of a terrestrial salamander (Plethodon cinereus),2009,,,Conservation Genetics,,10,6,1647-1658,"Jordan, M.A. and Morris, D.A. and Gibson, S.E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-71349088159&doi=10.1007%2fs10592-008-9741-8&partnerID=40&md5=0554cb0ea4fb7ba8be2919cf20d7ab08,,,,"Forest loss and fragmentation is expected to shape the genetic structure of amphibian populations and reduce genetic variation. Another factor widely understood to have impacted these same parameters in North America is the range expansion that occurred following glacial retreat at the end of the Pleistocene. The Eastern Red-Backed Salamander (Plethodon cinereus) has been subjected to both processes. In this context, we investigated the historical events that are likely to have shaped genetic variation in this species using a panel of six microsatellite markers screened on individuals sampled across ten localities in northeastern Indiana, USA. We found low genetic diversity across forest patches and minimal differentiation. We expected population structure associated with forest fragmentation to result from genetic drift in isolation but instead found that a balance between gene flow and drift was ~50 times more likely. Ratios of allele number and range (M), and coalescent modeling of population demography suggested the occurrence of marked historic decline in effective population size across the region. Taken together, the data point to a loss of genetic variation which preceded deforestation over the past 200 years. This result indicates an important role for ancient demographic processes in shaping current genetic variation that may make it difficult to detect the effect of recent habitat fragmentation. © Springer Science+Business Media B.V. 2008.","Cited By :19 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Caudata,Fragmentation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Plethodon cinereus",,
rayyan-330137976,Efficacy of land-cover models in predicting isolation of marbled salamander populations in a fragmented landscape,2009,,,Conservation Biology,,23,5,1232-1241,"Greenwald, K.R. and Gibbs, H.L. and Waite, T.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-69249235020&doi=10.1111%2fj.1523-1739.2009.01204.x&partnerID=40&md5=70f89ee08e614d5c4d09ed5038ccc13e,,,,"Amphibians worldwide are facing rapid declines due to habitat loss and fragmentation, disease, and other causes. Where habitat alteration is implicated, there is a need for spatially explicit conservation plans. Models built with geographic information systems (GIS) are frequently used to inform such planning. We explored the potential for using GIS models of functional landscape connectivity as a reliable proxy for genetically derived measures of population isolation. We used genetic assignment tests to characterize isolation of marbled salamander populations and evaluated whether the relative amount of modified habitat around breeding ponds was a reliable indicator of population isolation. Using a resampling analysis, we determined whether certain land-cover variables consistently described population isolation. We randomly drew half the data for model building and tested the performance of the best models on the other half 100 times. Deciduous forest was consistently associated with lower levels of population isolation, whereas salamander populations in regions of agriculture and anthropogenic development were more isolated. Models that included these variables and pond size explained 65-70% of variation in genetically inferred isolation across sites. The resampling analysis confirmed that these habitat variables were consistently good predictors of isolation. Used judiciously, simple GIS models with key land-cover variables can be used to estimate population isolation if field sampling and genetic analysis are not possible. © 2009 Society for Conservation Biology.","Cited By :40 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Caudata,Fragmentation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Ambystoma opacum",,
rayyan-330137977,Disentangling the effects of historic vs. contemporary landscape structure on population genetic divergence,2009,,,Molecular Ecology,,18,17,3593-3602,"Zellmer, A.J. and Knowles, L.L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-69049086719&doi=10.1111%2fj.1365-294X.2009.04305.x&partnerID=40&md5=cdda6aa510b8533a53bb867e1d28e680,,,,"Increasing habitat fragmentation poses an immediate threat to population viability, as gene flow patterns are changed in these altered landscapes. Patterns of genetic divergence can potentially reveal the impact of these shifts in landscape connectivity. However, divergence patterns not only carry the signature of altered contemporary landscapes, but also historical ones. When considered separately, both recent and historical landscape structure appear to significantly affect connectivity among 51 wood frog (Rana sylvatica) populations. However, by controlling for correlations among landscape structure from multiple time periods, we show that patterns of genetic divergence reflect recent landscape structure as opposed to landscape structure prior to European settlement of the region (before 1850s). At the same time, within-population genetic diversities remain high and a genetic signature of population bottlenecks is lacking. Together, these results suggest that metapopulation processes - not drift-induced divergence associated with strong demographic bottlenecks following habitat loss - underlie the strikingly rapid consequences of temporally shifting landscape structure on these amphibians. We discuss the implications of these results in the context of understanding the role of population demography in the adaptive variation observed in wood frog populations. © 2009 Blackwell Publishing Ltd.","Cited By :94 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Fragmentation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Rana sylvatica",,
rayyan-330137978,Assessing threats to pool-breeding amphibian habitat in an urbanizing landscape,2009,,,Biological Conservation,,142,8,1628-1638,"Baldwin, R.F. and deMaynadier, P.G.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349167658&doi=10.1016%2fj.biocon.2009.02.039&partnerID=40&md5=c4498363fb9c983b5d9440fd012c2c14,,,,"Geographically-based threat assessments are important for identifying natural resources at risk, yet have rarely been applied to identify habitat conservation priorities for imperiled organisms at a local scale. Pool-breeding amphibians have complex life cycles that place them at risk from habitat loss and fragmentation both in wetlands and in adjacent uplands. Because the most rapidly growing cause of habitat degradation in North America has been urbanization, a threat analysis of pool-breeding amphibian habitat should both be dynamic, i.e., sensitive to land-use change, and comprehensive, recognizing traditional protected area networks as well as less formal conservation assets (e.g., land-use regulations). To assess threats to wood frogs (Rana sylvatica) and spotted salamanders (Ambystoma maculatum) in a rapidly urbanizing, forested region of New England (USA) we examined gaps in the current protection network, as well as changing human settlement patterns. We found that greater than 50% of 542 potential breeding pools delineated using low-level infra-red aerial photography (median area 379.5 m2) were not represented on National Wetland Inventory (U.S.FWS) maps, and thus de facto at risk. Most importantly, conservation lands and regulatory protections failed to protect 46% of potential breeding pools and 80% of adjacent non-breeding habitat. While an assessment of human settlement patterns projected that only 5% of the region contained high quality amphibian habitat under acute development pressure, nearly half of the region (44.7%) had attained a moderate threat level, highlighting the importance of conservation planning during early stages of urbanization. We conclude by illustrating the role for multiple conservation strategies when protecting functional landscapes for pool-breeding amphibians. © 2009 Elsevier Ltd. All rights reserved.","Cited By :55 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Urbanisation,Anura & Caudata | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Rana sylvatica,Ambystoma maculatum",,
rayyan-330137979,Effects of forest removal on amphibian migrations: Implications for habitat and landscape connectivity,2009,,,Journal of Applied Ecology,,46,3,554-561,"Todd, B.D. and Luhring, T.M. and Rothermel, B.B. and Gibbons, J.W.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-65349104149&doi=10.1111%2fj.1365-2664.2009.01645.x&partnerID=40&md5=53b5d5bf1ba0be9bc52b67b7bdea96f9,,,,"1. Habitat loss is a leading cause of global amphibian declines. Forest removal is a particularly significant threat because an estimated 82% of amphibians rely on forests for part of their lives. 2. Biphasic amphibians rely on suitable terrestrial habitat to support their post-metamorphic growth and survival and also to maintain appropriate habitat and landscape connectivity. 3. We created 4 replicate, 16-ha experimental arrays in the southeastern USA to examine the effects of forest removal on migratory movements of adult biphasic amphibians. Each array contained four forest-harvesting treatments that included an unharvested control, a partially harvested stand, a clearcut with coarse woody debris retained, and a clearcut with coarse woody debris removed. 4. Some amphibian species emigrated from wetlands in significantly greater numbers through forest controls compared with harvested treatments. Also, salamanders were generally more sensitive to forest removal than were frogs, with a significantly greater proportion of salamanders migrating through forested habitat compared to frogs. 5. For several species, individuals were significantly more likely to avoid clearcuts when emigrating compared to immigrating. Individuals that emigrated into clearcut treatments were more likely to reverse direction and return to wetlands in some species. 6. Synthesis and applications. Our study identifies one mechanism by which forest removal shapes the abundance and distribution of amphibians in terrestrial habitat. To promote the persistence of amphibian populations, conservation efforts should focus on preserving forest habitat adjacent to reproduction sites. Such measures are especially important where forest habitat connects local populations or where it links reproduction sites to other habitat features necessary for amphibian growth, survival, or overwintering. © 2008 British Ecological Society.","Cited By :74 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Deforestation,Anura & Caudata | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Multiple species",,
rayyan-330137980,Influence of agricultural upland habitat type on larval anuran assemblages in seasonally inundated wetlands,2009,,,Wetlands,,29,1,294-301,"Babbitt, K.J. and Baber, M.J. and Childers, D.L. and Hocking, D.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-77749292981&doi=10.1672%2f07-228.1&partnerID=40&md5=0227165bcfb18e190fd663d0f1af7da7,,,,"Conservation initiatives in agricultural landscapes play an increasingly important role in ensuring the long-term persistence of amphibian biodiversity because native habitats continue to be lost to urban and commercial development. We examined larval anuran structure within seasonally inundated wetlands in four upland habitat types of southcentral Florida differing in degree of upland habitat modification for cattle ranching: native prairie at the Kissimmee Prairie Sanctuary (KPS); and improved pasture, rangeland (semi-native prairie), and woodland habitats at the MacArthur Agro-Ecology Research Center (MAERC). We sampled 24 wetlands monthly for tadpoles using throw-traps and dipnets during the 1999 wet season (June-October), recording 10,126 tadpoles of 10 species. Species richness, mean total abundance, and species abundances differed among upland habitat types. The most heavily modified habitat (pasture) had both species-poor assemblages and low tadpole abundances. Species richness in woodland, rangeland, and native prairie wetlands were similar, but woodland wetlands had higher tadpole abundances. Wetlands in the four habitats differed in the amount of nearby woodland and wetland habitats, length of hydroperiod, and percent cover of aquatic vegetation, which likely contributed to the observed amphibian richness and abundance patterns. Cattle ranches in Florida that retain a large proportion of woodland, rangeland, and temporary wetlands in the landscape are likely to contribute significantly to amphibian conservation initiatives on protected native lands. © 2009 The Society of Wetland Scientists.","Cited By :30 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Agriculture | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Multiple species",,
rayyan-330137982,"Deforestation and the structure of Frog communities in the humedale terrabapsierpe, Costa Rica",2009,,,Zoological Science,,26,3,197-202,"Furlani, D. and Ficetola, G.F. and Colombo, G. and Ugurlucan, M. and Bernardi, F.D.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-65949102316&doi=10.2108%2fzsj.26.197&partnerID=40&md5=40ab4728d02178d6bcfb956c47e4b633,,,,"Loss of tropical forests is a major cause of biodiversity loss worldwide. Although drastic modification of the habitat has been shown to negatively affect amphibians, we are far from a complete understanding of the response of amphibian communities to deforestation. We studied frog assemblages in a gradient of forest modification in a humid area of Costa Rica, where the primary forest has been partially converted into pasture. The study area is a mosaic of primary palm forest, abandoned pasture covered by secondary forest, and pasture. Species richness was assessed by randomized walk surveys and audio strip transects. We also measured ecological features to evaluate the relationship between landscape alteration and amphibian distribution. The study area hosted a large number of amphibian species. We focused our monitoring on six anurans: Leptodactylus tibialis, Eleutherodactylus fitzingeri, E. diastema, Hyla rosenbergi, H. microcephala, and Cochranella granulosa. Three species (L tibialis, H. rosenbergi, and H. microcephala) were most abundant in pasture areas with livestock presence, while E. fitzingeri, E. diastema, and C. granulosa were associated with primary forest. Most of the variation in community structure was explained by the joint effect of forest alteration and presence of livestock. Whereas forest specialists suffer direct negative effect from deforestation, generalist species can take advan-tage of forest alteration and the presence of farm animals. Species that are able to take advantage of the new environmental characteristics associated with human modifications of landscapes will come to prevail in the new communities. © 2009 Zoological Society of Japan.","Cited By :14 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Deforestation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Hyla rosenbergi,Hyla microcephala,Cochranella granulosa,Leptodactylus tibialis,Eleutherodactylus diastema,Eleutherodactylus fitzingeri",,
rayyan-330137983,Microsatellite analysis of the natterjack toad (Bufo calamita) in Denmark: Populations are islands in a fragmented landscape,2009,,,Conservation Genetics,,10,1,15-28,"Allentoft, M.E. and Siegismund, H.R. and Briggs, L. and Andersen, L.W.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149457205&doi=10.1007%2fs10592-008-9510-8&partnerID=40&md5=56bfe36bf019be2861fce7e2ceea398f,,,,"The European natterjack toad (Bufo calamita) has declined rapidly in recent years, primarily due to loss of habitat, and in Denmark it is estimated that 50% of the isolated populations are lost each decade. To efficiently manage and conserve this species and its genetic diversity, knowledge of the genetic structure is crucial. Based on nine polymorphic microsatellite loci, the genetic diversity, genetic structure and gene flow were investigated at 12 sites representing 5-10% of the natterjack toad localities presently known in Denmark. The expected heterozygosity (H E) within each locality was generally low (range: 0.18-0.43). Further analyses failed to significantly correlate genetic diversity with population size, degree of isolation and increasing northern latitude, indicating a more complex combination of factors in determining the present genetic profile. Genetic differentiation was high (overall θ = 0.29) and analyses based on a Bayesian clustering method revealed that the dataset constituted 11 genetic clusters, defining nearly all sampling sites as distinct populations. Contemporary gene flow among populations was undetectable in nearly all cases, and the failure to detect a pattern of isolation by distance within major regions supported this apparent lack of a gene flow continuum. Indications of a genetic bottleneck were found in three populations. The analyses suggest that the remaining Bufo calamita populations in Denmark are genetically isolated, and represent independent units in a highly fragmented gene pool. Future conservation management of this species is discussed in light of these results. © 2008 Springer Science+Business Media B.V.","Cited By :32 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Fragmentation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Bufo calamita",,
